voice,speaker,text_ja
ATR_b114_053,bgm,「ああっ、また再開！？」
ATR_b114_054,bgm,「もぉぉ～～夏生さーーん、無理しちゃダメですよ、そろそろ寝ないと、ヒトはすぐ壊れるんですから」
ATR_b114_055,bgm,「しょぼん……。わたしもログを書こうっと」
ATR_b114_056,bg,「ぅぅ……むにゃ……おはよう……ふわぁぁ～～～………………ごじゃい……ましゅ…………夏生さ……」
ATR_b114_057,bg,「……ん？」
ATR_b114_058,bgm,「ま……まだ何か書いてる……」
ATR_b114_059,bgm,「夏生さん、ねえ夏生さんっ。もしかして、寝ずにそれやってたんですか？」
ATR_b114_060,bgm,「どうしたんだ、じゃないですよっ。低電圧で朝が弱いわたしが、驚いてうっかりぱっちり目が覚めちゃいましたよっ」
ATR_b114_061,bgm,「はい、いい事です！」
ATR_b114_062,bgm,「夏生さん、もしかして寝てないんですか……？」
ATR_b114_063,bgm,「……寝るのって忘れられるものなんですか？睡眠欲はヒトの三大欲求なのでは……」
ATR_b114_064,bgm,「あぅぅ……夏生さんの健康が心配です。ヒトはわたしたちほど丈夫じゃないのに……」
ATR_b114_065,bgm,「それで、昨晩からいったい何を書いていたんですか？」
ATR_b114_066,bgm,「夏生さんは、一人で下の階へ降りていきました」
ATR_b114_067,bgm,「わたしが一緒だと、また脱いだ靴を忘れるからって……」
ATR_b114_068,bgm,「失礼しちゃいますね。わたしには学習機能があるから、もう忘れっこないのに」
ATR_b114_069,bgm,「わかりません。たぶん、昨日から書いてたこれの事で、何か調べてるんだと思います」
ATR_b114_070,bgm,「夏生さん、これを書くために昨晩は徹夜をしていました」
ATR_b114_071,bgm,「キョロキョロ……夏生さんはどこへ行きましたか？」
ATR_b114_072,bgm,「うー……夏生さんぅ」
ATR_b114_073,bgm,「っ――！」
ATR_b114_074,bg,「夏生さんをイジメちゃダメです！」
ATR_b114_075,bgm,「夏生さんをイジメると、わたしのロケットパンチが火を吹きますよ！」
ATR_b114_076,bgm,「決闘ならわたしが受けて立ちます！ガルルルル」
ATR_b114_077,bg,「あたっ」
ATR_b114_078,bg,「……もぉ～～、何するんですか夏生さぁん」
ATR_b114_079,bg,「むー……命拾いしましたね」
ATR_b114_080,bgm,「ですよ！」
ATR_b114_081,bgm,「高性能ですから！」
ATR_b114_082,bgm,「わかりましたー」
ATR_b114_083,bgm,「海の底にあるなら、取りにいけばいいのではないですか？」
ATR_b114_084,bgm,「夏生さんならできます。ね？」
ATR_b121_001,bg,「ハーイ」
ATR_b121_002,bgm,「ラジャーです」
ATR_b121_003,bg,「ど、どうでしょうか夏生さん……ドキドキ」
ATR_b121_004,bgm,「ほんとですか？夏生さんが褒めてくれましたよ、水菜萌」
ATR_b121_005,bgm,「……わたしのボディの造型はどうとでもできたのだから、水菜萌のようなダイナマイトなボディにしてくれててもよかったのに」
ATR_b121_006,bgm,「ぐぬぬ……わたしのボディの造型師が、もう少し凹凸に気を配ってくれていれば……」
ATR_b121_007,bgm,「なにがですか？」
ATR_b121_008,bgm,「お風呂に入れるよう、生活防水完備です！」
ATR_b121_009,bgm,「メーカーが発表していたスペックによると、水深３０メートルまでは耐えられるそうです」
ATR_b121_010,bgm,「へっちゃらです！高性能ですから！」
ATR_b121_011,bg,「……」
ATR_b121_012,bg3,「……」
ATR_b121_013,bg3,「……」
ATR_b121_014,bg,「カニです！」
ATR_b121_015,bg,「……」
ATR_b121_016,bg,「ほらほら夏生さん、カニです！奥に沢山います！」
ATR_b121_017,bg,「……」
ATR_b121_018,bg,「……！」
ATR_b121_019,bg,「カニですよー！カニー！」
ATR_b121_020,bgm,「ぷはー。ただいまですー」
ATR_b121_021,bgm,「うーんと……たぶん平気です」
ATR_b121_022,bgm,「ハーイ」
ATR_b121_023,bgm,「カニー！」
ATR_b121_024,bgm,「大漁ですよ！」
ATR_b121_025,bgm,「カニは美味しいです。美味しいは嬉しいです！」
ATR_b121_026,bgm,「カニーーカニーー」
ATR_b121_027,bg,「はふはふ……美味しいですぅ～～」
ATR_b121_028,bgm,「文化祭ってなんですか？」
ATR_b121_029,bgm,「へー、楽しそうです」
ATR_b121_030,bg,「夏生さん、足下に気をつけてください」
ATR_b121_031,bg,「むむ、何かいます」
ATR_b121_032,bg,「わたし知っています。海洋哺乳類ですね！　理科の教科書で勉強しました♪」
ATR_b121_033,bg,「危険性は低そうです。念のため、避けて通りましょう」
ATR_b121_034,bg,「でもあの方は夏生さんに危害を加えようとした人です……」
ATR_b121_035,bg,「もちろんですとも。ですがロケットパンチは強力なので、できれば使いたくありません」
ATR_b121_036,bg,「なるほど……学習しました！」
ATR_b121_037,bg,「では、溺れて死んでしまう前に回収してきます」
ATR_b121_038,bg,「さ、帰りましょう♪」
ATR_b121_039,bgm,「むにゃむにゃ……どうしたんですかぁ、夏生さぁん。もう朝ですかぁ～……」
ATR_b121_040,bgm,「はれぇ～？……昨日拾った人はどこへ行ったんですかぁ？」
ATR_b121_041,bgm,「そうですね…………ふわぁ～～～」
ATR_b122_001,bgm,「わたしもお手伝いがしたいです、夏生さん」
ATR_b122_002,bgm,「むー。そりゃ戦闘ロボットの宿命として、まずはパワーの制御から覚えなければいけませんが……」
ATR_b122_003,bgm,「はぁい」
ATR_b122_004,bg,「なんでしょう？」
ATR_b122_005,bg,「なんなりとー！」
ATR_b122_006,bg,「フフン、こんなの楽勝ですよ♪」
ATR_b122_007,bg,「いきますよー」
ATR_b122_008,bg,「ちょわ！」
ATR_b122_009,bg,「ふっふっふー、これが戦闘ロボの実力です」
ATR_b122_010,bg,「……おっとそうでした、これは極秘機密事項なので他言無用でお願いします」
ATR_b122_011,bg,「……」
ATR_b122_012,bg,「わたしは夏生さんの“足”だから、一緒にいないといけないんです」
ATR_b122_013,bg,「むー」
ATR_b122_014,bg,「ロボットとしての優先順位を設定します。夏生さんの傍にいるのが最優先事項です」
ATR_b122_015,bg,「では、夏生さんのご要望にお応えして、わたしの高性能さをフルに発揮しますね！」
ATR_b122_016,bg,「エッヘン！」
ATR_b122_017,bgm,「……いいなー」
ATR_b122_018,bgm,「いいんですか？」
ATR_b122_019,bgm,「はいです！」
ATR_b122_020,bgm,「わーい、ありがとうです水菜萌」
ATR_b122_021,bgm,「はむはむ……労働の後のごはんはより一層美味しいですね～」
ATR_b122_022,bgm,「はい！」
ATR_b122_023,bg,「いえ、わたしはそのつもりですので。むしろ我が身を売却する事で、積極的に夏生さんのお役に立ちたいです」
ATR_b122_024,bg,「できれば、そのお金で、わたし無き後の新しい“足”を買ってほしい……わたしの高性能さには遠く及ばないでしょうが」
ATR_b122_025,bg,「あー、また言いましたね！いいですか夏生さん、ポンコツって言う方がポンコツなんですよ！」
ATR_b123_001,bg,「ハイハーイ」
ATR_b123_002,bgm,「はいです！」
ATR_b123_003,bgm,「１日の作業を終えて水菜萌の炊き出しを食べる時、夏生さんいつも幸せそうでしたよ」
ATR_b123_004,bg,「あ、夏生さん、動いてますよ」
ATR_b123_005,bg,「そう言ってる竜司が一番緊張してます。目が泳いでます。暗くてもわたしの目はごまかせません」
ATR_b123_006,bg,「ロボ子はロボットへの蔑称ですよ！」
ATR_b123_007,bg,「わたしの方が年上ですー」
ATR_b123_008,bg,「全ては、夏生さんの設計図があったからです」
ATR_b123_009,bg,「はいです」
ATR_b123_010,bg,「？　どうして泣くのですか。何か想定外のトラブルでも……？」
ATR_b123_011,bgm,「……」
ATR_b123_012,bgm,「ヒトは嬉しい時にも涙を流す……」
ATR_b123_013,bgm,「……これはみなさんが幸せになった、という解釈でよろしいのでしょうか」
ATR_b123_014,bgm,「なるほど……喜ぶ場面なのですね。でもわたしは泣けません。泣く機能がないので」
ATR_b123_015,bgm,「はいです！」
ATR_b123_016,bg,「わーいわーい、とっても明るいですー」
ATR_b123_017,bg,「夏生さん、お疲れですか？」
ATR_b123_018,bg,「どうしました？」
ATR_b123_019,bgm,「心配ご無用です。夏生さんには、高性能なわたしが付いていますから！」
ATR_b123_020,bgm,「ラジャーです！」
ATR_b123_021,bg,「やれるものならやってみろです。フンス」
ATR_b123_022,bg,「いえ、期日がくれば売却してくれて結構です」
ATR_b124_001,bg2,「ふんふふ～～ん♪」
ATR_b124_002,bgm,「夏生さん、今日は何の授業をしますか？」
ATR_b124_003,bgm,「はぅぅ……そんなのロボットのわたしに、わかるわけないじゃないですかぁ」
ATR_b124_004,bgm,「ふっふっふー、ついに夏生さんがわたしを認めました。高性能だから当然ですけどね」
ATR_b124_005,bgm,「という事は、今日こそわたしがこっそり作ったお弁当を美味しく食べてくれるに違いありません。楽しみです～♪」
ATR_b124_006,bg,「あがっ、あがががが、いたたたたた」
ATR_b124_007,bg,「そうしますそうしますからお許しをぉぉ」
ATR_b124_008,bg,「むー……また竜司が夏生さんにべたべたしてます」
ATR_b124_009,bg,「夏生さんにはわたしというサポートがいるのに。邪魔な竜司です」
ATR_b124_010,bgm,「おはようございまーす」
ATR_b201_001,bg,「なんだか賑やかになりましたねー」
ATR_b201_002,bg,「夏生さん、できましたー」
ATR_b201_003,bg,「ふっふっふ、こう見えてわたし高性能ですから」
ATR_b201_004,bg,「高性能ですから！」
ATR_b201_005,bgm,「よろしくお願いします水菜萌部長」
ATR_b201_006,bgm,「夏生さんの許可をいただけるなら」
ATR_b201_007,bgm,「えへへ」
ATR_b201_008,bg,「夏生さんが期待してくださっている！がんばりますっ！」
ATR_b201_009,bg,「？」
ATR_b201_010,bgm,「夏生さん……わたしが傍にいなくて平気ですか？」
ATR_b201_011,bgm,「むー……あなたには聞いてませんし！あまり夏生さんにベタベタしないでくださいっ」
ATR_b201_012,bgm,「……ご武運を」
ATR_b201_013,bg,「夏生さーん！」
ATR_b201_014,bg,「はいです！」
ATR_b201_015,bg,「学習しましたので、次回はきっと……」
ATR_b201_016,bg,「なんだか知りませんが、早く食べましょう！」
ATR_b201_017,bg,「美味しいは嬉しいですから！」
ATR_b201_018,bgm,「……なかなかデリシャスでしたね。スイカといいハンバーグといい……忘れないうちに記録しておかないと」
